yearID,ATL,BAL,BOS,CHA,CHN,CIN,CLE,DET,HOU,KCA,LAN,MIN,NYA,NYN,OAK,PHI,PIT,SDN,SEA,SFN,SLN,TEX,TOR
1977,0.3765432098765432,0.6024844720496895,0.6024844720496895,0.5555555555555556,0.5,0.5432098765432098,0.4409937888198758,0.4567901234567901,0.5,0.6296296296296297,0.6049382716049383,0.5217391304347826,0.6172839506172839,0.3950617283950617,0.391304347826087,0.6234567901234568,0.5925925925925926,0.42592592592592593,0.3950617283950617,0.46296296296296297,0.5123456790123457,0.5802469135802469,0.33540372670807456
1978,0.42592592592592593,0.5590062111801242,0.6073619631901841,0.4409937888198758,0.4876543209876543,0.5714285714285714,0.4339622641509434,0.5308641975308642,0.4567901234567901,0.5679012345679012,0.5864197530864198,0.4506172839506173,0.6134969325153374,0.4074074074074074,0.42592592592592593,0.5555555555555556,0.546583850931677,0.5185185185185185,0.35,0.5493827160493827,0.42592592592592593,0.5370370370370371,0.36645962732919257
1979,0.4125,0.6415094339622641,0.56875,0.45625,0.49382716049382713,0.5590062111801242,0.5031055900621118,0.5279503105590062,0.5493827160493827,0.5246913580246914,0.4876543209876543,0.5061728395061729,0.55625,0.3888888888888889,0.3333333333333333,0.5185185185185185,0.6049382716049383,0.422360248447205,0.41358024691358025,0.4382716049382716,0.5308641975308642,0.5123456790123457,0.3271604938271605
1980,0.5031055900621118,0.6172839506172839,0.51875,0.4375,0.3950617283950617,0.5493827160493827,0.49375,0.5185185185185185,0.5705521472392638,0.5987654320987654,0.5644171779141104,0.4782608695652174,0.6358024691358025,0.41358024691358025,0.5123456790123457,0.5617283950617284,0.5123456790123457,0.4506172839506173,0.36419753086419754,0.4658385093167702,0.4567901234567901,0.4720496894409938,0.41358024691358025
1981,0.4716981132075472,0.5619047619047619,0.5462962962962963,0.5094339622641509,0.36893203883495146,0.6111111111111112,0.5048543689320388,0.5504587155963303,0.5545454545454546,0.4854368932038835,0.5727272727272728,0.3761467889908257,0.5514018691588785,0.39805825242718446,0.5871559633027523,0.5514018691588785,0.45098039215686275,0.37272727272727274,0.4036697247706422,0.5045045045045045,0.5784313725490197,0.5428571428571428,0.3490566037735849
1982,0.5493827160493827,0.5802469135802469,0.5493827160493827,0.5370370370370371,0.4506172839506173,0.3765432098765432,0.48148148148148145,0.5123456790123457,0.47530864197530864,0.5555555555555556,0.5432098765432098,0.37037037037037035,0.4876543209876543,0.4012345679012346,0.41975308641975306,0.5493827160493827,0.5185185185185185,0.5,0.4691358024691358,0.5370370370370371,0.5679012345679012,0.3950617283950617,0.48148148148148145
1983,0.5432098765432098,0.6049382716049383,0.48148148148148145,0.6111111111111112,0.4382716049382716,0.4567901234567901,0.43209876543209874,0.5679012345679012,0.5246913580246914,0.4876543209876543,0.5617283950617284,0.43209876543209874,0.5617283950617284,0.41975308641975306,0.4567901234567901,0.5555555555555556,0.5185185185185185,0.5,0.37037037037037035,0.4876543209876543,0.4876543209876543,0.47530864197530864,0.5493827160493827
1984,0.49382716049382713,0.5246913580246914,0.5308641975308642,0.4567901234567901,0.5962732919254659,0.43209876543209874,0.46296296296296297,0.6419753086419753,0.49382716049382713,0.5185185185185185,0.4876543209876543,0.5,0.5370370370370371,0.5555555555555556,0.47530864197530864,0.5,0.46296296296296297,0.5679012345679012,0.4567901234567901,0.4074074074074074,0.5185185185185185,0.42857142857142855,0.5493827160493827
1985,0.4074074074074074,0.515527950310559,0.5,0.5246913580246914,0.4782608695652174,0.5527950310559007,0.37037037037037035,0.5217391304347826,0.5123456790123457,0.5617283950617284,0.5864197530864198,0.47530864197530864,0.6024844720496895,0.6049382716049383,0.47530864197530864,0.46296296296296297,0.35403726708074534,0.5123456790123457,0.4567901234567901,0.38271604938271603,0.6234567901234568,0.38509316770186336,0.6149068322981367
1986,0.4472049689440994,0.4506172839506173,0.5900621118012422,0.4444444444444444,0.4375,0.5308641975308642,0.5185185185185185,0.5370370370370371,0.5925925925925926,0.4691358024691358,0.4506172839506173,0.4382716049382716,0.5555555555555556,0.6666666666666666,0.4691358024691358,0.5341614906832298,0.3950617283950617,0.4567901234567901,0.41358024691358025,0.5123456790123457,0.4906832298136646,0.5370370370370371,0.5308641975308642
1987,0.42857142857142855,0.41358024691358025,0.48148148148148145,0.47530864197530864,0.4720496894409938,0.5185185185185185,0.3765432098765432,0.6049382716049383,0.4691358024691358,0.5123456790123457,0.4506172839506173,0.5246913580246914,0.5493827160493827,0.5679012345679012,0.5,0.49382716049382713,0.49382716049382713,0.4012345679012346,0.48148148148148145,0.5555555555555556,0.5864197530864198,0.46296296296296297,0.5925925925925926
1988,0.3375,0.33540372670807456,0.5493827160493827,0.4409937888198758,0.47530864197530864,0.5403726708074534,0.48148148148148145,0.5432098765432098,0.5061728395061729,0.5217391304347826,0.5838509316770186,0.5617283950617284,0.5279503105590062,0.625,0.6419753086419753,0.40372670807453415,0.53125,0.515527950310559,0.422360248447205,0.5123456790123457,0.4691358024691358,0.43478260869565216,0.5370370370370371
1989,0.39375,0.5370370370370371,0.5123456790123457,0.42857142857142855,0.5740740740740741,0.46296296296296297,0.4506172839506173,0.36419753086419754,0.5308641975308642,0.5679012345679012,0.48125,0.49382716049382713,0.45962732919254656,0.5370370370370371,0.6111111111111112,0.41358024691358025,0.4567901234567901,0.5493827160493827,0.4506172839506173,0.5679012345679012,0.5308641975308642,0.5123456790123457,0.5493827160493827
1990,0.4012345679012346,0.4720496894409938,0.5432098765432098,0.5802469135802469,0.47530864197530864,0.5617283950617284,0.47530864197530864,0.4876543209876543,0.46296296296296297,0.4658385093167702,0.5308641975308642,0.4567901234567901,0.41358024691358025,0.5617283950617284,0.6358024691358025,0.47530864197530864,0.5864197530864198,0.46296296296296297,0.47530864197530864,0.5246913580246914,0.43209876543209874,0.5123456790123457,0.5308641975308642
